[*] Computing DDT
[+] DDT Computed
DDT took 48.842µs
Iter#1 New set #1 of size 6 (1.0 its/hit = 0.000s/hit): seed=236908590162936294 [0, 3, 4, 5, 8, 11]
Iter#373 New set #300 of size 7 (1.2 its/hit = 0.000s/hit): seed=2823155050958803244 [0, 1, 4, 10, 12, 13, 15]
Iter#490 New set #400 of size 7 (1.2 its/hit = 0.000s/hit): seed=6835348038678437982 [1, 4, 6, 9, 10, 11, 15]
Iter#611 New set #500 of size 7 (1.2 its/hit = 0.000s/hit): seed=12448420567938483505 [0, 1, 4, 10, 12, 13, 15]
Iter#731 New set #600 of size 7 (1.2 its/hit = 0.000s/hit): seed=4950647591356681700 [0, 1, 3, 8, 11, 12, 13]
Iter#850 New set #700 of size 7 (1.2 its/hit = 0.000s/hit): seed=17794397124831739111 [1, 2, 3, 4, 10, 14, 15]
Iter#965 New set #800 of size 7 (1.2 its/hit = 0.000s/hit): seed=376203262318094857 [0, 1, 3, 8, 11, 12, 13]
Iter#1083 New set #900 of size 7 (1.2 its/hit = 0.000s/hit): seed=10729485953310222218 [2, 5, 7, 8, 9, 10, 12]
Iter#1208 New set #1000 of size 7 (1.2 its/hit = 0.000s/hit): seed=13627608253035744214 [0, 1, 2, 7, 9, 12, 13]
Iter#2421 New set #2000 of size 7 (1.2 its/hit = 0.000s/hit): seed=11346934072909151312 [0, 1, 2, 7, 9, 12, 13]
Iter#3636 New set #3000 of size 7 (1.2 its/hit = 0.000s/hit): seed=6601628400477497137 [5, 6, 7, 8, 10, 13, 14]
Iter#4856 New set #4000 of size 7 (1.2 its/hit = 0.000s/hit): seed=14312208760844272824 [0, 2, 3, 8, 11, 14, 15]
Iter#6064 New set #5000 of size 7 (1.2 its/hit = 0.000s/hit): seed=655075672780456581 [0, 1, 2, 7, 9, 12, 13]
Iter#7258 New set #6000 of size 7 (1.2 its/hit = 0.000s/hit): seed=8138665777540720760 [2, 4, 6, 7, 9, 11, 12]
Iter#8462 New set #7000 of size 7 (1.2 its/hit = 0.000s/hit): seed=2171765508034635680 [1, 2, 3, 4, 10, 14, 15]
Iter#9667 New set #8000 of size 7 (1.2 its/hit = 0.000s/hit): seed=14800347756468353019 [2, 3, 5, 6, 13, 14, 15]
Iter#10879 New set #9000 of size 7 (1.2 its/hit = 0.000s/hit): seed=16116505288866259017 [0, 3, 4, 6, 8, 9, 11]
Iter#12070 New set #10000 of size 7 (1.2 its/hit = 0.000s/hit): seed=6422414891383312090 [0, 1, 4, 10, 12, 13, 15]
Iter#24163 New set #20000 of size 7 (1.2 its/hit = 0.000s/hit): seed=12014467730241612020 [0, 3, 5, 7, 8, 10, 11]
Iter#36245 New set #30000 of size 7 (1.2 its/hit = 0.000s/hit): seed=84199759279579876 [1, 2, 3, 4, 10, 14, 15]
Iter#48311 New set #40000 of size 7 (1.2 its/hit = 0.000s/hit): seed=1683731573051649453 [0, 3, 4, 6, 8, 9, 11]
Iter#60353 New set #50000 of size 7 (1.2 its/hit = 0.000s/hit): seed=15125589294896026809 [0, 3, 4, 6, 8, 9, 11]
Iter#72416 New set #60000 of size 7 (1.2 its/hit = 0.000s/hit): seed=8724265353055772325 [2, 3, 7, 9, 12, 14, 15]
Iter#84536 New set #70000 of size 7 (1.2 its/hit = 0.000s/hit): seed=3879763320930413916 [0, 2, 3, 8, 11, 14, 15]
Iter#96649 New set #80000 of size 7 (1.2 its/hit = 0.000s/hit): seed=5601536459720729167 [0, 1, 5, 6, 12, 13, 14]
Iter#108762 New set #90000 of size 7 (1.2 its/hit = 0.000s/hit): seed=6464007545356920179 [1, 2, 3, 4, 10, 14, 15]
Iter#120851 New set #100000 of size 7 (1.2 its/hit = 0.000s/hit): seed=8177219237708437087 [2, 4, 6, 7, 9, 11, 12]
Iter#241484 New set #200000 of size 7 (1.2 its/hit = 0.000s/hit): seed=6645260569404946045 [2, 3, 5, 6, 13, 14, 15]
Iter#362201 New set #300000 of size 7 (1.2 its/hit = 0.000s/hit): seed=5380539869008861372 [0, 1, 3, 8, 11, 12, 13]
Iter#483113 New set #400000 of size 7 (1.2 its/hit = 0.000s/hit): seed=2798811417274268411 [0, 1, 3, 8, 11, 12, 13]
Iter#603663 New set #500000 of size 7 (1.2 its/hit = 0.000s/hit): seed=14527266006562260406 [0, 2, 3, 8, 11, 14, 15]
Iter#724302 New set #600000 of size 7 (1.2 its/hit = 0.000s/hit): seed=6824429984561949615 [0, 2, 3, 8, 11, 14, 15]
Iter#845204 New set #700000 of size 7 (1.2 its/hit = 0.000s/hit): seed=3313609462104460200 [0, 1, 5, 6, 12, 13, 14]
Iter#966061 New set #800000 of size 7 (1.2 its/hit = 0.000s/hit): seed=12979108815775680671 [1, 4, 6, 9, 10, 11, 15]
Iter#1086548 New set #900000 of size 7 (1.2 its/hit = 0.000s/hit): seed=14281307892939606473 [0, 3, 5, 7, 8, 10, 11]
Iter#1207198 New set #1000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=2149776580156909187 [2, 4, 6, 7, 9, 11, 12]
Iter#2414834 New set #2000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=15112228320792368629 [2, 4, 6, 7, 9, 11, 12]
Iter#3621938 New set #3000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=12370730323837908367 [5, 6, 7, 8, 10, 13, 14]
Iter#4829704 New set #4000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=2939359273621538860 [1, 4, 6, 9, 10, 11, 15]
Iter#6036988 New set #5000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=11115018366061617951 [0, 1, 2, 7, 9, 12, 13]
Iter#7245334 New set #6000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=12540018143583587743 [0, 1, 5, 6, 12, 13, 14]
Iter#8452092 New set #7000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=17662610954844107458 [2, 3, 5, 6, 13, 14, 15]
Iter#9658580 New set #8000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=10609827636483219404 [0, 2, 3, 8, 11, 14, 15]
Iter#10865792 New set #9000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=15146488140900233758 [0, 2, 3, 8, 11, 14, 15]
Iter#12072795 New set #10000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=8093002934362096112 [2, 4, 6, 7, 9, 11, 12]
Iter#24142078 New set #20000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=10235828029498848027 [4, 5, 6, 9, 11, 13, 14]
Iter#36210968 New set #30000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=12108433333860086591 [2, 3, 5, 6, 13, 14, 15]
Iter#48281074 New set #40000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=12118152815122937570 [2, 5, 7, 8, 9, 10, 12]
Iter#60351560 New set #50000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=4061684788302121181 [0, 2, 3, 8, 11, 14, 15]
Iter#72419968 New set #60000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=2736764643655126915 [0, 2, 3, 8, 11, 14, 15]
Iter#84489008 New set #70000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=13246258119073813619 [2, 3, 5, 6, 13, 14, 15]
Iter#96559010 New set #80000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=8464346989302213069 [0, 2, 3, 8, 11, 14, 15]
Iter#108628722 New set #90000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=16781028028055234138 [5, 6, 7, 8, 10, 13, 14]
Iter#120697870 New set #100000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=2698768886569480621 [0, 1, 2, 7, 9, 12, 13]
Iter#241386085 New set #200000000 of size 7 (1.2 its/hit = 0.000s/hit): seed=18191284168190038148 [0, 1, 2, 7, 9, 12, 13]
