[*] Computing DDT
[+] DDT Computed
DDT took 78.973µs
Iter#1 New set #1 of size 6 (1.0 its/hit = 0.000s/hit): seed=2355357580132899622 [0, 4, 5, 11, 13, 15]
Iter#3 New set #2 of size 6 (1.5 its/hit = 0.000s/hit): seed=6216159756735298681 [1, 2, 6, 8, 9, 15]
Iter#4 New set #3 of size 6 (1.3 its/hit = 0.000s/hit): seed=868053746294607335 [0, 3, 7, 8, 9, 13]
Iter#5 New set #4 of size 6 (1.2 its/hit = 0.000s/hit): seed=13511509654305399920 [2, 9, 10, 11, 12, 14]
Iter#24897563 New set #10000000 of size 7 (2.5 its/hit = 0.000s/hit): seed=357252569072830548 [3, 7, 9, 11, 12, 13, 14]
Iter#49781313 New set #20000000 of size 7 (2.5 its/hit = 0.000s/hit): seed=15847472136750724188 [0, 1, 4, 6, 8, 11, 15]
Iter#74660999 New set #30000000 of size 7 (2.5 its/hit = 0.000s/hit): seed=7965695906571918373 [0, 1, 3, 5, 6, 8, 15]
Iter#99549925 New set #40000000 of size 7 (2.5 its/hit = 0.000s/hit): seed=2110377461116765900 [1, 6, 7, 8, 10, 12, 15]
Iter#124438680 New set #50000000 of size 7 (2.5 its/hit = 0.000s/hit): seed=8451186416136511804 [1, 3, 7, 9, 10, 12, 13]
Iter#149322439 New set #60000000 of size 7 (2.5 its/hit = 0.000s/hit): seed=12893809259420761276 [1, 7, 9, 10, 11, 12, 14]
Iter#174214648 New set #70000000 of size 7 (2.5 its/hit = 0.000s/hit): seed=877925750329083622 [0, 4, 9, 11, 12, 14, 15]
Iter#199101486 New set #80000000 of size 7 (2.5 its/hit = 0.000s/hit): seed=18026709375396652902 [1, 6, 7, 8, 10, 12, 15]
Iter#223996967 New set #90000000 of size 7 (2.5 its/hit = 0.000s/hit): seed=10724911181364653124 [1, 7, 9, 10, 11, 12, 14]
Iter#248887650 New set #100000000 of size 7 (2.5 its/hit = 0.000s/hit): seed=15447024766603219063 [0, 3, 4, 5, 6, 11, 15]
