[*] Computing DDT
[+] DDT Computed
DDT took 38.222µs
Iter#1 New set #1 of size 6 (1.0 its/hit = 0.000s/hit): seed=9831846001038130032 [0, 1, 10, 11, 12, 15]
Iter#2 New set #2 of size 6 (1.0 its/hit = 0.000s/hit): seed=456366313563972879 [0, 2, 3, 6, 8, 12]
Iter#26890 New set #7000 of size 7 (3.8 its/hit = 0.000s/hit): seed=15793959469106311583 [2, 3, 6, 8, 12, 14, 15]
Iter#31026 New set #8000 of size 7 (3.9 its/hit = 0.000s/hit): seed=4887344573378025411 [2, 4, 6, 7, 8, 11, 12]
Iter#34783 New set #9000 of size 7 (3.9 its/hit = 0.000s/hit): seed=7131511056622784680 [0, 1, 4, 7, 8, 10, 11]
Iter#38596 New set #10000 of size 7 (3.9 its/hit = 0.000s/hit): seed=3801786736002524208 [2, 4, 6, 7, 8, 11, 12]
Iter#77200 New set #20000 of size 7 (3.9 its/hit = 0.000s/hit): seed=6556474129480053481 [2, 3, 6, 8, 12, 14, 15]
Iter#115915 New set #30000 of size 7 (3.9 its/hit = 0.000s/hit): seed=16319188321443446913 [2, 4, 6, 7, 8, 11, 12]
Iter#155348 New set #40000 of size 7 (3.9 its/hit = 0.000s/hit): seed=14266338429770437385 [0, 1, 9, 10, 11, 13, 14]
Iter#194540 New set #50000 of size 7 (3.9 its/hit = 0.000s/hit): seed=18070995798826446647 [2, 3, 9, 10, 13, 14, 15]
Iter#233472 New set #60000 of size 7 (3.9 its/hit = 0.000s/hit): seed=17360900459210668085 [0, 1, 4, 7, 8, 10, 11]
Iter#271965 New set #70000 of size 7 (3.9 its/hit = 0.000s/hit): seed=13342799845897605920 [0, 1, 4, 7, 8, 10, 11]
Iter#311209 New set #80000 of size 7 (3.9 its/hit = 0.000s/hit): seed=3686167741388955399 [0, 1, 9, 10, 11, 13, 14]
Iter#350188 New set #90000 of size 7 (3.9 its/hit = 0.000s/hit): seed=13398567931415318001 [0, 1, 4, 7, 8, 10, 11]
Iter#388840 New set #100000 of size 7 (3.9 its/hit = 0.000s/hit): seed=10806424567663193504 [2, 3, 6, 8, 12, 14, 15]
Iter#774394 New set #200000 of size 7 (3.9 its/hit = 0.000s/hit): seed=11828556464708872497 [0, 1, 4, 7, 8, 10, 11]
Iter#1160151 New set #300000 of size 7 (3.9 its/hit = 0.000s/hit): seed=1832898150454676148 [0, 1, 9, 10, 11, 13, 14]
Iter#1545996 New set #400000 of size 7 (3.9 its/hit = 0.000s/hit): seed=14770470898879191253 [2, 3, 9, 10, 13, 14, 15]
Iter#1931948 New set #500000 of size 7 (3.9 its/hit = 0.000s/hit): seed=4215181222545194849 [0, 1, 9, 10, 11, 13, 14]
Iter#2318704 New set #600000 of size 7 (3.9 its/hit = 0.000s/hit): seed=6167135474968771341 [2, 3, 6, 8, 12, 14, 15]
Iter#2706003 New set #700000 of size 7 (3.9 its/hit = 0.000s/hit): seed=3799728805225309867 [0, 1, 9, 10, 11, 13, 14]
Iter#3091588 New set #800000 of size 7 (3.9 its/hit = 0.000s/hit): seed=11104198065900123956 [0, 1, 4, 7, 8, 10, 11]
Iter#3478656 New set #900000 of size 7 (3.9 its/hit = 0.000s/hit): seed=16008845576468782700 [2, 3, 6, 8, 12, 14, 15]
Iter#3864654 New set #1000000 of size 7 (3.9 its/hit = 0.000s/hit): seed=16526856972488117231 [2, 4, 6, 7, 8, 11, 12]
Iter#7727891 New set #2000000 of size 7 (3.9 its/hit = 0.000s/hit): seed=3282620612631561855 [0, 1, 9, 10, 11, 13, 14]
Iter#11597106 New set #3000000 of size 7 (3.9 its/hit = 0.000s/hit): seed=4981273767347353158 [0, 1, 9, 10, 11, 13, 14]
Iter#15457211 New set #4000000 of size 7 (3.9 its/hit = 0.000s/hit): seed=2759982979873706917 [2, 4, 6, 7, 8, 11, 12]
Iter#19316752 New set #5000000 of size 7 (3.9 its/hit = 0.000s/hit): seed=13045020866871088928 [0, 1, 4, 7, 8, 10, 11]
Iter#23178325 New set #6000000 of size 7 (3.9 its/hit = 0.000s/hit): seed=13657015236576350418 [0, 1, 9, 10, 11, 13, 14]
Iter#27037968 New set #7000000 of size 7 (3.9 its/hit = 0.000s/hit): seed=7606895870750548836 [2, 3, 6, 8, 12, 14, 15]
Iter#30905566 New set #8000000 of size 7 (3.9 its/hit = 0.000s/hit): seed=17515938428837901841 [0, 1, 9, 10, 11, 13, 14]
Iter#34765121 New set #9000000 of size 7 (3.9 its/hit = 0.000s/hit): seed=16780126461601963137 [2, 3, 6, 8, 12, 14, 15]
Iter#38625799 New set #10000000 of size 7 (3.9 its/hit = 0.000s/hit): seed=15301385877943167381 [2, 3, 6, 8, 12, 14, 15]
Iter#77242636 New set #20000000 of size 7 (3.9 its/hit = 0.000s/hit): seed=4681450150119738475 [2, 3, 6, 8, 12, 14, 15]
Iter#115866063 New set #30000000 of size 7 (3.9 its/hit = 0.000s/hit): seed=16699475199268836061 [2, 4, 6, 7, 8, 11, 12]
Iter#154481585 New set #40000000 of size 7 (3.9 its/hit = 0.000s/hit): seed=8669254865055198240 [2, 3, 9, 10, 13, 14, 15]
Iter#193082789 New set #50000000 of size 7 (3.9 its/hit = 0.000s/hit): seed=3709785022258686634 [2, 4, 6, 7, 8, 11, 12]
Iter#231694986 New set #60000000 of size 7 (3.9 its/hit = 0.000s/hit): seed=6270458940863754184 [0, 1, 4, 7, 8, 10, 11]
